"시군구","기간","time","법정동","시군구명","date"
"서울특별시 강동구 길동",2017,2,"길동","강동구",2017-01-01
"서울특별시 강동구 둔촌동",2017,0,"둔촌동","강동구",2017-01-15
"서울특별시 강동구 명일동",2017,8,"명일동","강동구",2017-01-18
"서울특별시 강동구 성내동",2017,0,"성내동","강동구",2017-01-21
"서울특별시 강동구 암사동",2017,0,"암사동","강동구",2017-01-21
"서울특별시 강동구 성내동",2017,1,"성내동","강동구",2017-01-21
"서울특별시 강동구 강일동",2017,2,"강일동","강동구",2017-01-30
"서울특별시 강동구 성내동",2017,2,"성내동","강동구",2017-02-02
"서울특별시 강동구 성내동",2017,9,"성내동","강동구",2017-02-03
"서울특별시 강동구 천호동",2017,4,"천호동","강동구",2017-02-04
"서울특별시 강동구 둔촌동",2017,6,"둔촌동","강동구",2017-02-04
"서울특별시 강동구 명일동",2017,22,"명일동","강동구",2017-02-04
"서울특별시 강동구 강일동",2017,23,"강일동","강동구",2017-02-06
"서울특별시 강동구 둔촌동",2017,19,"둔촌동","강동구",2017-02-09
"서울특별시 강동구 길동",2017,22,"길동","강동구",2017-02-11
"서울특별시 강동구 길동",2017,22,"길동","강동구",2017-02-12
"서울특별시 강동구 고덕동",2017,0,"고덕동","강동구",2017-02-14
"서울특별시 강동구 둔촌동",2017,20,"둔촌동","강동구",2017-02-18
"서울특별시 강동구 암사동",2017,8,"암사동","강동구",2017-02-19
"서울특별시 강동구 암사동",2017,22,"암사동","강동구",2017-02-19
"서울특별시 강동구 길동",2017,22,"길동","강동구",2017-02-22
"서울특별시 강동구 성내동",2017,0,"성내동","강동구",2017-02-28
"서울특별시 강동구 성내동",2017,23,"성내동","강동구",2017-02-28
"서울특별시 강동구 상일동",2017,7,"상일동","강동구",2017-03-03
"서울특별시 강동구 천호동",2017,1,"천호동","강동구",2017-03-08
"서울특별시 강동구 둔촌동",2017,0,"둔촌동","강동구",2017-03-10
"서울특별시 강동구 고덕동",2017,23,"고덕동","강동구",2017-03-10
"서울특별시 강동구 천호동",2017,0,"천호동","강동구",2017-03-15
"서울특별시 강동구 성내동",2017,4,"성내동","강동구",2017-03-16
"서울특별시 강동구 길동",2017,3,"길동","강동구",2017-03-21
"서울특별시 강동구 길동",2017,1,"길동","강동구",2017-03-23
"서울특별시 강동구 성내동",2017,20,"성내동","강동구",2017-03-24
"서울특별시 강동구 상일동",2017,5,"상일동","강동구",2017-04-06
"서울특별시 강동구 상일동",2017,1,"상일동","강동구",2017-04-08
"서울특별시 강동구 길동",2017,21,"길동","강동구",2017-04-13
"서울특별시 강동구 성내동",2017,0,"성내동","강동구",2017-04-16
"서울특별시 강동구 암사동",2017,1,"암사동","강동구",2017-04-23
"서울특별시 강동구 고덕동",2017,23,"고덕동","강동구",2017-04-25
"서울특별시 강동구 성내동",2017,0,"성내동","강동구",2017-04-29
"서울특별시 강동구 길동",2017,21,"길동","강동구",2017-04-29
"서울특별시 강동구 성내동",2017,17,"성내동","강동구",2017-05-03
"서울특별시 강동구 성내동",2017,19,"성내동","강동구",2017-05-05
"서울특별시 강동구 성내동",2017,2,"성내동","강동구",2017-05-09
"서울특별시 강동구 명일동",2017,5,"명일동","강동구",2017-05-09
"서울특별시 강동구 둔촌동",2017,23,"둔촌동","강동구",2017-05-13
"서울특별시 강동구 길동",2017,19,"길동","강동구",2017-05-20
"서울특별시 강동구 고덕동",2017,15,"고덕동","강동구",2017-05-21
"서울특별시 강동구 길동",2017,1,"길동","강동구",2017-05-27
"서울특별시 강동구 성내동",2017,19,"성내동","강동구",2017-05-27
"서울특별시 강동구 천호동",2017,22,"천호동","강동구",2017-05-29
"서울특별시 강동구 길동",2017,1,"길동","강동구",2017-06-02
"서울특별시 강동구 명일동",2017,16,"명일동","강동구",2017-06-02
"서울특별시 강동구 강일동",2017,2,"강일동","강동구",2017-06-08
"서울특별시 강동구 성내동",2017,4,"성내동","강동구",2017-06-08
"서울특별시 강동구 고덕동",2017,22,"고덕동","강동구",2017-06-13
"서울특별시 강동구 상일동",2017,21,"상일동","강동구",2017-06-15
"서울특별시 강동구 성내동",2017,23,"성내동","강동구",2017-06-19
"서울특별시 강동구 성내동",2017,22,"성내동","강동구",2017-06-26
"서울특별시 강동구 성내동",2017,17,"성내동","강동구",2017-06-27
"서울특별시 강동구 둔촌동",2017,7,"둔촌동","강동구",2017-07-09
"서울특별시 강동구 길동",2017,1,"길동","강동구",2017-07-11
"서울특별시 강동구 암사동",2017,4,"암사동","강동구",2017-07-23
"서울특별시 강동구 강일동",2017,17,"강일동","강동구",2017-08-04
"서울특별시 강동구 둔촌동",2017,23,"둔촌동","강동구",2017-08-09
"서울특별시 강동구 성내동",2017,23,"성내동","강동구",2017-08-10
"서울특별시 강동구 길동",2017,3,"길동","강동구",2017-08-12
"서울특별시 강동구 천호동",2017,5,"천호동","강동구",2017-08-20
"서울특별시 강동구 길동",2017,2,"길동","강동구",2017-08-24
"서울특별시 강동구 천호동",2017,22,"천호동","강동구",2017-08-29
"서울특별시 강동구 길동",2017,0,"길동","강동구",2017-09-01
"서울특별시 강동구 성내동",2017,20,"성내동","강동구",2017-09-09
"서울특별시 강동구 천호동",2017,17,"천호동","강동구",2017-09-13
"서울특별시 강동구 강일동",2017,1,"강일동","강동구",2017-09-14
"서울특별시 강동구 명일동",2017,5,"명일동","강동구",2017-09-15
"서울특별시 강동구 성내동",2017,18,"성내동","강동구",2017-09-15
"서울특별시 강동구 천호동",2017,6,"천호동","강동구",2017-09-22
"서울특별시 강동구 천호동",2017,0,"천호동","강동구",2017-10-02
"서울특별시 강동구 성내동",2017,3,"성내동","강동구",2017-10-12
"서울특별시 강동구 길동",2017,1,"길동","강동구",2017-10-19
"서울특별시 강동구 둔촌동",2017,1,"둔촌동","강동구",2017-10-26
"서울특별시 강동구 천호동",2017,0,"천호동","강동구",2017-10-28
"서울특별시 강동구 성내동",2017,23,"성내동","강동구",2017-11-01
"서울특별시 강동구 성내동",2017,0,"성내동","강동구",2017-11-07
"서울특별시 강동구 길동",2017,17,"길동","강동구",2017-11-07
"서울특별시 강동구 길동",2017,1,"길동","강동구",2017-11-10
"서울특별시 강동구 암사동",2017,5,"암사동","강동구",2017-11-13
"서울특별시 강동구 명일동",2017,20,"명일동","강동구",2017-11-15
"서울특별시 강동구 성내동",2017,22,"성내동","강동구",2017-11-23
"서울특별시 강동구 암사동",2017,11,"암사동","강동구",2017-11-30
"서울특별시 강동구 둔촌동",2017,1,"둔촌동","강동구",2017-12-09
"서울특별시 강동구 길동",2017,2,"길동","강동구",2017-12-09
"서울특별시 강동구 성내동",2017,3,"성내동","강동구",2017-12-09
"서울특별시 강동구 천호동",2017,4,"천호동","강동구",2017-12-09
"서울특별시 강동구 명일동",2017,5,"명일동","강동구",2017-12-16
"서울특별시 강동구 길동",2017,17,"길동","강동구",2017-12-16
"서울특별시 강동구 천호동",2017,19,"천호동","강동구",2017-12-20
"서울특별시 강동구 천호동",2018,0,"천호동","강동구",2018-01-08
"서울특별시 강동구 성내동",2018,12,"성내동","강동구",2018-01-22
"서울특별시 강동구 천호동",2018,3,"천호동","강동구",2018-01-28
"서울특별시 강동구 길동",2018,0,"길동","강동구",2018-02-02
"서울특별시 강동구 천호동",2018,20,"천호동","강동구",2018-02-06
"서울특별시 강동구 암사동",2018,21,"암사동","강동구",2018-02-08
"서울특별시 강동구 길동",2018,23,"길동","강동구",2018-02-08
"서울특별시 강동구 천호동",2018,21,"천호동","강동구",2018-02-22
"서울특별시 강동구 천호동",2018,19,"천호동","강동구",2018-02-24
"서울특별시 강동구 천호동",2018,18,"천호동","강동구",2018-02-28
"서울특별시 강동구 암사동",2018,22,"암사동","강동구",2018-02-28
"서울특별시 강동구 천호동",2018,16,"천호동","강동구",2018-03-01
"서울특별시 강동구 성내동",2018,1,"성내동","강동구",2018-03-04
"서울특별시 강동구 성내동",2018,22,"성내동","강동구",2018-03-06
"서울특별시 강동구 길동",2018,23,"길동","강동구",2018-03-07
"서울특별시 강동구 천호동",2018,23,"천호동","강동구",2018-03-10
"서울특별시 강동구 상일동",2018,0,"상일동","강동구",2018-03-14
"서울특별시 강동구 상일동",2018,21,"상일동","강동구",2018-03-16
"서울특별시 강동구 성내동",2018,15,"성내동","강동구",2018-03-17
"서울특별시 강동구 명일동",2018,23,"명일동","강동구",2018-03-20
"서울특별시 강동구 길동",2018,3,"길동","강동구",2018-03-21
"서울특별시 강동구 명일동",2018,20,"명일동","강동구",2018-04-05
"서울특별시 강동구 천호동",2018,23,"천호동","강동구",2018-04-06
"서울특별시 강동구 암사동",2018,18,"암사동","강동구",2018-04-07
"서울특별시 강동구 성내동",2018,4,"성내동","강동구",2018-04-13
"서울특별시 강동구 천호동",2018,1,"천호동","강동구",2018-04-17
"서울특별시 강동구 성내동",2018,23,"성내동","강동구",2018-04-20
"서울특별시 강동구 천호동",2018,22,"천호동","강동구",2018-04-21
"서울특별시 강동구 천호동",2018,1,"천호동","강동구",2018-04-22
"서울특별시 강동구 성내동",2018,4,"성내동","강동구",2018-04-22
"서울특별시 강동구 성내동",2018,0,"성내동","강동구",2018-04-25
"서울특별시 강동구 길동",2018,21,"길동","강동구",2018-04-27
"서울특별시 강동구 성내동",2018,2,"성내동","강동구",2018-04-28
"서울특별시 강동구 길동",2018,18,"길동","강동구",2018-04-28
"서울특별시 강동구 천호동",2018,23,"천호동","강동구",2018-05-03
"서울특별시 강동구 성내동",2018,22,"성내동","강동구",2018-05-12
"서울특별시 강동구 길동",2018,1,"길동","강동구",2018-05-16
"서울특별시 강동구 암사동",2018,5,"암사동","강동구",2018-05-17
"서울특별시 강동구 길동",2018,21,"길동","강동구",2018-05-17
"서울특별시 강동구 천호동",2018,14,"천호동","강동구",2018-05-23
"서울특별시 강동구 강일동",2018,21,"강일동","강동구",2018-05-27
"서울특별시 강동구 길동",2018,19,"길동","강동구",2018-06-03
"서울특별시 강동구 고덕동",2018,15,"고덕동","강동구",2018-06-06
"서울특별시 강동구 천호동",2018,22,"천호동","강동구",2018-06-09
"서울특별시 강동구 암사동",2018,7,"암사동","강동구",2018-06-14
"서울특별시 강동구 천호동",2018,3,"천호동","강동구",2018-06-15
"서울특별시 강동구 암사동",2018,15,"암사동","강동구",2018-06-16
"서울특별시 강동구 강일동",2018,3,"강일동","강동구",2018-06-17
"서울특별시 강동구 둔촌동",2018,19,"둔촌동","강동구",2018-06-18
"서울특별시 강동구 둔촌동",2018,23,"둔촌동","강동구",2018-06-20
"서울특별시 강동구 암사동",2018,22,"암사동","강동구",2018-06-25
"서울특별시 강동구 상일동",2018,7,"상일동","강동구",2018-06-28
"서울특별시 강동구 둔촌동",2018,2,"둔촌동","강동구",2018-06-29
"서울특별시 강동구 길동",2018,9,"길동","강동구",2018-07-01
"서울특별시 강동구 천호동",2018,5,"천호동","강동구",2018-07-05
"서울특별시 강동구 천호동",2018,22,"천호동","강동구",2018-07-06
"서울특별시 강동구 둔촌동",2018,3,"둔촌동","강동구",2018-07-09
"서울특별시 강동구 고덕동",2018,21,"고덕동","강동구",2018-07-09
"서울특별시 강동구 암사동",2018,12,"암사동","강동구",2018-07-13
"서울특별시 강동구 길동",2018,23,"길동","강동구",2018-07-14
"서울특별시 강동구 천호동",2018,23,"천호동","강동구",2018-07-24
"서울특별시 강동구 고덕동",2018,22,"고덕동","강동구",2018-07-26
"서울특별시 강동구 길동",2018,0,"길동","강동구",2018-07-28
"서울특별시 강동구 길동",2018,1,"길동","강동구",2018-07-28
"서울특별시 강동구 길동",2018,19,"길동","강동구",2018-07-29
"서울특별시 강동구 길동",2018,4,"길동","강동구",2018-08-01
"서울특별시 강동구 천호동",2018,23,"천호동","강동구",2018-08-02
"서울특별시 강동구 길동",2018,20,"길동","강동구",2018-08-03
"서울특별시 강동구 강일동",2018,10,"강일동","강동구",2018-08-06
"서울특별시 강동구 천호동",2018,22,"천호동","강동구",2018-08-24
"서울특별시 강동구 둔촌동",2018,13,"둔촌동","강동구",2018-08-25
"서울특별시 강동구 암사동",2018,22,"암사동","강동구",2018-09-03
"서울특별시 강동구 천호동",2018,1,"천호동","강동구",2018-09-08
"서울특별시 강동구 성내동",2018,23,"성내동","강동구",2018-09-17
"서울특별시 강동구 둔촌동",2018,3,"둔촌동","강동구",2018-09-19
"서울특별시 강동구 둔촌동",2018,21,"둔촌동","강동구",2018-09-21
"서울특별시 강동구 길동",2018,21,"길동","강동구",2018-09-26
"서울특별시 강동구 천호동",2018,2,"천호동","강동구",2018-10-04
"서울특별시 강동구 길동",2018,3,"길동","강동구",2018-10-07
"서울특별시 강동구 성내동",2018,23,"성내동","강동구",2018-10-19
"서울특별시 강동구 성내동",2018,5,"성내동","강동구",2018-10-20
"서울특별시 강동구 천호동",2018,3,"천호동","강동구",2018-10-30
"서울특별시 강동구 암사동",2018,0,"암사동","강동구",2018-11-12
"서울특별시 강동구 천호동",2018,5,"천호동","강동구",2018-11-13
"서울특별시 강동구 고덕동",2018,17,"고덕동","강동구",2018-11-15
"서울특별시 강동구 성내동",2018,11,"성내동","강동구",2018-11-17
"서울특별시 강동구 천호동",2018,23,"천호동","강동구",2018-11-19
"서울특별시 강동구 성내동",2018,4,"성내동","강동구",2018-11-20
"서울특별시 강동구 강일동",2018,4,"강일동","강동구",2018-11-24
"서울특별시 강동구 명일동",2018,23,"명일동","강동구",2018-11-28
"서울특별시 강동구 상일동",2018,13,"상일동","강동구",2018-12-13
"서울특별시 강동구 성내동",2018,17,"성내동","강동구",2018-12-14
"서울특별시 강동구 길동",2018,2,"길동","강동구",2018-12-15
"서울특별시 강동구 강일동",2018,10,"강일동","강동구",2018-12-15
"서울특별시 강동구 천호동",2018,22,"천호동","강동구",2018-12-19
"서울특별시 강동구 고덕동",2018,23,"고덕동","강동구",2018-12-26
"서울특별시 강동구 성내동",2018,23,"성내동","강동구",2018-12-26
"서울특별시 강동구 천호동",2018,0,"천호동","강동구",2018-12-27
"서울특별시 강동구 암사동",2018,6,"암사동","강동구",2018-12-31
"서울특별시 강동구 천호동",2019,21,"천호동","강동구",2019-01-15
"서울특별시 강동구 길동",2019,18,"길동","강동구",2019-01-19
"서울특별시 강동구 천호동",2019,1,"천호동","강동구",2019-01-26
"서울특별시 강동구 둔촌동",2019,0,"둔촌동","강동구",2019-02-13
"서울특별시 강동구 천호동",2019,1,"천호동","강동구",2019-02-22
"서울특별시 강동구 천호동",2019,23,"천호동","강동구",2019-03-07
"서울특별시 강동구 상일동",2019,1,"상일동","강동구",2019-03-16
"서울특별시 강동구 상일동",2019,6,"상일동","강동구",2019-03-23
"서울특별시 강동구 암사동",2019,15,"암사동","강동구",2019-03-24
"서울특별시 강동구 고덕동",2019,22,"고덕동","강동구",2019-03-28
"서울특별시 강동구 천호동",2019,21,"천호동","강동구",2019-03-30
"서울특별시 강동구 성내동",2019,2,"성내동","강동구",2019-04-02
"서울특별시 강동구 길동",2019,14,"길동","강동구",2019-04-02
"서울특별시 강동구 둔촌동",2019,8,"둔촌동","강동구",2019-05-04
"서울특별시 강동구 고덕동",2019,3,"고덕동","강동구",2019-05-11
"서울특별시 강동구 길동",2019,10,"길동","강동구",2019-05-14
"서울특별시 강동구 성내동",2019,18,"성내동","강동구",2019-05-20
"서울특별시 강동구 길동",2019,7,"길동","강동구",2019-05-28
"서울특별시 강동구 강일동",2019,4,"강일동","강동구",2019-06-05
"서울특별시 강동구 고덕동",2019,20,"고덕동","강동구",2019-06-06
"서울특별시 강동구 상일동",2019,22,"상일동","강동구",2019-06-09
"서울특별시 강동구 둔촌동",2019,7,"둔촌동","강동구",2019-06-10
"서울특별시 강동구 성내동",2019,5,"성내동","강동구",2019-06-11
"서울특별시 강동구 성내동",2019,4,"성내동","강동구",2019-06-16
"서울특별시 강동구 고덕동",2019,22,"고덕동","강동구",2019-06-18
"서울특별시 강동구 길동",2019,21,"길동","강동구",2019-06-19
"서울특별시 강동구 천호동",2019,21,"천호동","강동구",2019-07-01
"서울특별시 강동구 성내동",2019,18,"성내동","강동구",2019-07-04
"서울특별시 강동구 고덕동",2019,21,"고덕동","강동구",2019-07-11
"서울특별시 강동구 강일동",2019,11,"강일동","강동구",2019-07-20
"서울특별시 강동구 암사동",2019,23,"암사동","강동구",2019-07-24
"서울특별시 강동구 천호동",2019,2,"천호동","강동구",2019-07-28
"서울특별시 강동구 천호동",2019,2,"천호동","강동구",2019-07-29
"서울특별시 강동구 길동",2019,8,"길동","강동구",2019-07-31
"서울특별시 강동구 길동",2019,22,"길동","강동구",2019-08-08
"서울특별시 강동구 길동",2019,22,"길동","강동구",2019-08-19
"서울특별시 강동구 천호동",2019,3,"천호동","강동구",2019-08-31
"서울특별시 강동구 명일동",2019,21,"명일동","강동구",2019-09-05
"서울특별시 강동구 암사동",2019,20,"암사동","강동구",2019-09-06
"서울특별시 강동구 고덕동",2019,2,"고덕동","강동구",2019-09-07
"서울특별시 강동구 천호동",2019,5,"천호동","강동구",2019-09-07
"서울특별시 강동구 강일동",2019,23,"강일동","강동구",2019-09-23
"서울특별시 강동구 둔촌동",2019,1,"둔촌동","강동구",2019-10-02
"서울특별시 강동구 천호동",2019,2,"천호동","강동구",2019-10-03
"서울특별시 강동구 길동",2019,13,"길동","강동구",2019-10-06
"서울특별시 강동구 명일동",2019,6,"명일동","강동구",2019-10-10
"서울특별시 강동구 상일동",2019,0,"상일동","강동구",2019-10-13
"서울특별시 강동구 천호동",2019,2,"천호동","강동구",2019-10-13
"서울특별시 강동구 성내동",2019,6,"성내동","강동구",2019-10-13
"서울특별시 강동구 암사동",2019,8,"암사동","강동구",2019-11-02
"서울특별시 강동구 둔촌동",2019,5,"둔촌동","강동구",2019-11-04
"서울특별시 강동구 천호동",2019,6,"천호동","강동구",2019-11-06
"서울특별시 강동구 성내동",2019,2,"성내동","강동구",2019-11-07
"서울특별시 강동구 암사동",2019,22,"암사동","강동구",2019-11-15
"서울특별시 강동구 천호동",2019,20,"천호동","강동구",2019-11-17
"서울특별시 강동구 성내동",2019,0,"성내동","강동구",2019-11-29
"서울특별시 강동구 길동",2019,6,"길동","강동구",2019-12-01
"서울특별시 강동구 명일동",2019,22,"명일동","강동구",2019-12-12
"서울특별시 강동구 성내동",2019,5,"성내동","강동구",2019-12-13
"서울특별시 강동구 천호동",2019,3,"천호동","강동구",2019-12-15
"서울특별시 강동구 상일동",2019,1,"상일동","강동구",2019-12-17
"서울특별시 강동구 상일동",2019,0,"상일동","강동구",2019-12-23
"서울특별시 강동구 천호동",2019,12,"천호동","강동구",2019-12-25
"서울특별시 강동구 천호동",2019,0,"천호동","강동구",2019-12-31
"서울특별시 동대문구 답십리동",2017,18,"답십리동","동대문구",2017-01-01
"서울특별시 동대문구 용두동",2017,14,"용두동","동대문구",2017-01-07
"서울특별시 동대문구 회기동",2017,1,"회기동","동대문구",2017-01-10
"서울특별시 동대문구 휘경동",2017,1,"휘경동","동대문구",2017-01-10
"서울특별시 동대문구 답십리동",2017,9,"답십리동","동대문구",2017-01-10
"서울특별시 동대문구 장안동",2017,10,"장안동","동대문구",2017-01-13
"서울특별시 동대문구 용두동",2017,9,"용두동","동대문구",2017-01-18
"서울특별시 동대문구 신설동",2017,4,"신설동","동대문구",2017-01-19
"서울특별시 동대문구 제기동",2017,23,"제기동","동대문구",2017-01-19
"서울특별시 동대문구 이문동",2017,2,"이문동","동대문구",2017-01-21
"서울특별시 동대문구 용두동",2017,0,"용두동","동대문구",2017-01-22
"서울특별시 동대문구 청량리동",2017,2,"청량리동","동대문구",2017-01-25
"서울특별시 동대문구 장안동",2017,4,"장안동","동대문구",2017-01-29
"서울특별시 동대문구 제기동",2017,23,"제기동","동대문구",2017-02-02
"서울특별시 동대문구 장안동",2017,2,"장안동","동대문구",2017-02-04
"서울특별시 동대문구 장안동",2017,22,"장안동","동대문구",2017-02-06
"서울특별시 동대문구 제기동",2017,23,"제기동","동대문구",2017-02-13
"서울특별시 동대문구 장안동",2017,12,"장안동","동대문구",2017-02-16
"서울특별시 동대문구 장안동",2017,1,"장안동","동대문구",2017-02-18
"서울특별시 동대문구 장안동",2017,23,"장안동","동대문구",2017-02-24
"서울특별시 동대문구 이문동",2017,5,"이문동","동대문구",2017-03-01
"서울특별시 동대문구 답십리동",2017,1,"답십리동","동대문구",2017-03-08
"서울특별시 동대문구 용두동",2017,10,"용두동","동대문구",2017-03-12
"서울특별시 동대문구 휘경동",2017,14,"휘경동","동대문구",2017-03-18
"서울특별시 동대문구 용두동",2017,2,"용두동","동대문구",2017-03-19
"서울특별시 동대문구 답십리동",2017,3,"답십리동","동대문구",2017-03-21
"서울특별시 동대문구 장안동",2017,1,"장안동","동대문구",2017-04-01
"서울특별시 동대문구 답십리동",2017,4,"답십리동","동대문구",2017-04-04
"서울특별시 동대문구 장안동",2017,2,"장안동","동대문구",2017-04-10
"서울특별시 동대문구 장안동",2017,4,"장안동","동대문구",2017-04-19
"서울특별시 동대문구 제기동",2017,17,"제기동","동대문구",2017-04-23
"서울특별시 동대문구 장안동",2017,21,"장안동","동대문구",2017-04-27
"서울특별시 동대문구 전농동",2017,3,"전농동","동대문구",2017-05-01
"서울특별시 동대문구 용두동",2017,0,"용두동","동대문구",2017-05-07
"서울특별시 동대문구 장안동",2017,2,"장안동","동대문구",2017-05-14
"서울특별시 동대문구 장안동",2017,1,"장안동","동대문구",2017-05-28
"서울특별시 동대문구 장안동",2017,3,"장안동","동대문구",2017-05-29
"서울특별시 동대문구 제기동",2017,23,"제기동","동대문구",2017-06-02
"서울특별시 동대문구 전농동",2017,3,"전농동","동대문구",2017-06-05
"서울특별시 동대문구 답십리동",2017,22,"답십리동","동대문구",2017-06-09
"서울특별시 동대문구 답십리동",2017,3,"답십리동","동대문구",2017-06-12
"서울특별시 동대문구 답십리동",2017,1,"답십리동","동대문구",2017-06-17
"서울특별시 동대문구 답십리동",2017,5,"답십리동","동대문구",2017-06-18
"서울특별시 동대문구 용두동",2017,10,"용두동","동대문구",2017-06-24
"서울특별시 동대문구 답십리동",2017,18,"답십리동","동대문구",2017-07-01
"서울특별시 동대문구 장안동",2017,4,"장안동","동대문구",2017-07-04
"서울특별시 동대문구 답십리동",2017,0,"답십리동","동대문구",2017-07-05
"서울특별시 동대문구 답십리동",2017,8,"답십리동","동대문구",2017-07-09
"서울특별시 동대문구 청량리동",2017,3,"청량리동","동대문구",2017-07-11
"서울특별시 동대문구 제기동",2017,23,"제기동","동대문구",2017-07-13
"서울특별시 동대문구 제기동",2017,10,"제기동","동대문구",2017-07-15
"서울특별시 동대문구 청량리동",2017,20,"청량리동","동대문구",2017-07-15
"서울특별시 동대문구 신설동",2017,6,"신설동","동대문구",2017-07-23
"서울특별시 동대문구 답십리동",2017,4,"답십리동","동대문구",2017-07-28
"서울특별시 동대문구 용두동",2017,23,"용두동","동대문구",2017-07-29
"서울특별시 동대문구 휘경동",2017,4,"휘경동","동대문구",2017-08-02
"서울특별시 동대문구 장안동",2017,0,"장안동","동대문구",2017-08-07
"서울특별시 동대문구 이문동",2017,1,"이문동","동대문구",2017-08-12
"서울특별시 동대문구 청량리동",2017,2,"청량리동","동대문구",2017-08-13
"서울특별시 동대문구 답십리동",2017,7,"답십리동","동대문구",2017-08-13
"서울특별시 동대문구 청량리동",2017,22,"청량리동","동대문구",2017-08-13
"서울특별시 동대문구 답십리동",2017,0,"답십리동","동대문구",2017-08-17
"서울특별시 동대문구 장안동",2017,21,"장안동","동대문구",2017-08-20
"서울특별시 동대문구 용두동",2017,3,"용두동","동대문구",2017-08-22
"서울특별시 동대문구 청량리동",2017,19,"청량리동","동대문구",2017-08-22
"서울특별시 동대문구 제기동",2017,23,"제기동","동대문구",2017-08-24
"서울특별시 동대문구 용두동",2017,7,"용두동","동대문구",2017-08-26
"서울특별시 동대문구 장안동",2017,0,"장안동","동대문구",2017-09-07
"서울특별시 동대문구 신설동",2017,16,"신설동","동대문구",2017-09-09
"서울특별시 동대문구 휘경동",2017,23,"휘경동","동대문구",2017-09-15
"서울특별시 동대문구 답십리동",2017,3,"답십리동","동대문구",2017-09-19
"서울특별시 동대문구 장안동",2017,21,"장안동","동대문구",2017-09-19
"서울특별시 동대문구 장안동",2017,16,"장안동","동대문구",2017-09-25
"서울특별시 동대문구 장안동",2017,4,"장안동","동대문구",2017-09-30
"서울특별시 동대문구 전농동",2017,18,"전농동","동대문구",2017-10-04
"서울특별시 동대문구 휘경동",2017,18,"휘경동","동대문구",2017-10-08
"서울특별시 동대문구 전농동",2017,22,"전농동","동대문구",2017-10-16
"서울특별시 동대문구 용두동",2017,12,"용두동","동대문구",2017-10-29
"서울특별시 동대문구 제기동",2017,3,"제기동","동대문구",2017-11-06
"서울특별시 동대문구 신설동",2017,22,"신설동","동대문구",2017-11-06
"서울특별시 동대문구 장안동",2017,22,"장안동","동대문구",2017-11-09
"서울특별시 동대문구 답십리동",2017,17,"답십리동","동대문구",2017-11-16
"서울특별시 동대문구 전농동",2017,0,"전농동","동대문구",2017-11-18
"서울특별시 동대문구 용두동",2017,23,"용두동","동대문구",2017-11-28
"서울특별시 동대문구 전농동",2017,18,"전농동","동대문구",2017-12-01
"서울특별시 동대문구 장안동",2017,23,"장안동","동대문구",2017-12-01
"서울특별시 동대문구 장안동",2017,7,"장안동","동대문구",2017-12-02
"서울특별시 동대문구 신설동",2017,19,"신설동","동대문구",2017-12-12
"서울특별시 동대문구 제기동",2017,1,"제기동","동대문구",2017-12-15
"서울특별시 동대문구 장안동",2017,23,"장안동","동대문구",2017-12-21
"서울특별시 동대문구 용두동",2017,22,"용두동","동대문구",2017-12-26
"서울특별시 동대문구 용두동",2017,5,"용두동","동대문구",2017-12-27
"서울특별시 동대문구 휘경동",2017,5,"휘경동","동대문구",2017-12-29
"서울특별시 동대문구 신설동",2017,6,"신설동","동대문구",2017-12-31
"서울특별시 동대문구 용두동",2018,5,"용두동","동대문구",2018-01-06
"서울특별시 동대문구 장안동",2018,6,"장안동","동대문구",2018-01-06
"서울특별시 동대문구 장안동",2018,7,"장안동","동대문구",2018-01-08
"서울특별시 동대문구 장안동",2018,21,"장안동","동대문구",2018-01-10
"서울특별시 동대문구 이문동",2018,23,"이문동","동대문구",2018-01-10
"서울특별시 동대문구 청량리동",2018,17,"청량리동","동대문구",2018-01-17
"서울특별시 동대문구 장안동",2018,0,"장안동","동대문구",2018-01-19
"서울특별시 동대문구 용두동",2018,19,"용두동","동대문구",2018-01-23
"서울특별시 동대문구 장안동",2018,0,"장안동","동대문구",2018-01-26
"서울특별시 동대문구 청량리동",2018,23,"청량리동","동대문구",2018-01-30
"서울특별시 동대문구 장안동",2018,0,"장안동","동대문구",2018-02-01
"서울특별시 동대문구 장안동",2018,8,"장안동","동대문구",2018-02-01
"서울특별시 동대문구 제기동",2018,4,"제기동","동대문구",2018-02-05
"서울특별시 동대문구 장안동",2018,18,"장안동","동대문구",2018-02-12
"서울특별시 동대문구 장안동",2018,5,"장안동","동대문구",2018-02-15
"서울특별시 동대문구 이문동",2018,8,"이문동","동대문구",2018-02-22
"서울특별시 동대문구 장안동",2018,21,"장안동","동대문구",2018-02-25
"서울특별시 동대문구 용두동",2018,22,"용두동","동대문구",2018-02-28
"서울특별시 동대문구 장안동",2018,2,"장안동","동대문구",2018-03-04
"서울특별시 동대문구 장안동",2018,19,"장안동","동대문구",2018-03-07
"서울특별시 동대문구 휘경동",2018,1,"휘경동","동대문구",2018-03-11
"서울특별시 동대문구 제기동",2018,16,"제기동","동대문구",2018-03-19
"서울특별시 동대문구 휘경동",2018,20,"휘경동","동대문구",2018-03-27
"서울특별시 동대문구 휘경동",2018,15,"휘경동","동대문구",2018-03-29
"서울특별시 동대문구 용두동",2018,21,"용두동","동대문구",2018-03-29
"서울특별시 동대문구 전농동",2018,3,"전농동","동대문구",2018-04-04
