"시군구","기간","time","법정동","시군구명","date"
"서울특별시 성동구 금호동3가",2017,21,"금호동3가","성동구",2017-02-26
"서울특별시 성동구 옥수동",2017,4,"옥수동","성동구",2017-03-01
"서울특별시 성동구 행당동",2017,1,"행당동","성동구",2017-03-04
"서울특별시 성동구 마장동",2017,4,"마장동","성동구",2017-03-04
"서울특별시 성동구 행당동",2017,20,"행당동","성동구",2017-03-05
"서울특별시 성동구 성수동1가",2017,22,"성수동1가","성동구",2017-03-13
"서울특별시 성동구 송정동",2017,3,"송정동","성동구",2017-03-18
"서울특별시 성동구 성수동1가",2017,18,"성수동1가","성동구",2017-04-13
"서울특별시 성동구 마장동",2017,15,"마장동","성동구",2017-04-17
"서울특별시 성동구 금호동4가",2017,4,"금호동4가","성동구",2017-05-10
"서울특별시 성동구 마장동",2017,3,"마장동","성동구",2017-05-21
"서울특별시 성동구 성수동2가",2017,23,"성수동2가","성동구",2017-06-02
"서울특별시 성동구 금호동1가",2017,3,"금호동1가","성동구",2017-06-07
"서울특별시 성동구 상왕십리동",2017,8,"상왕십리동","성동구",2017-06-09
"서울특별시 성동구 성수동1가",2017,5,"성수동1가","성동구",2017-06-11
"서울특별시 성동구 성수동1가",2017,17,"성수동1가","성동구",2017-06-24
"서울특별시 성동구 성수동1가",2017,2,"성수동1가","성동구",2017-06-25
"서울특별시 성동구 하왕십리동",2017,22,"하왕십리동","성동구",2017-06-25
"서울특별시 성동구 상왕십리동",2017,23,"상왕십리동","성동구",2017-06-29
"서울특별시 성동구 응봉동",2017,1,"응봉동","성동구",2017-07-04
"서울특별시 성동구 행당동",2017,3,"행당동","성동구",2017-07-10
"서울특별시 성동구 성수동2가",2017,23,"성수동2가","성동구",2017-07-27
"서울특별시 성동구 성수동1가",2017,1,"성수동1가","성동구",2017-07-30
"서울특별시 성동구 용답동",2017,4,"용답동","성동구",2017-07-30
"서울특별시 성동구 송정동",2017,6,"송정동","성동구",2017-07-31
"서울특별시 성동구 행당동",2017,19,"행당동","성동구",2017-08-03
"서울특별시 성동구 사근동",2017,8,"사근동","성동구",2017-08-06
"서울특별시 성동구 금호동1가",2017,10,"금호동1가","성동구",2017-08-08
"서울특별시 성동구 하왕십리동",2017,0,"하왕십리동","성동구",2017-08-14
"서울특별시 성동구 도선동",2017,3,"도선동","성동구",2017-08-15
"서울특별시 성동구 성수동1가",2017,22,"성수동1가","성동구",2017-08-16
"서울특별시 성동구 옥수동",2017,23,"옥수동","성동구",2017-08-18
"서울특별시 성동구 금호동4가",2017,23,"금호동4가","성동구",2017-08-30
"서울특별시 성동구 행당동",2017,5,"행당동","성동구",2017-09-01
"서울특별시 성동구 성수동1가",2017,4,"성수동1가","성동구",2017-09-08
"서울특별시 성동구 성수동1가",2017,3,"성수동1가","성동구",2017-09-09
"서울특별시 성동구 옥수동",2017,1,"옥수동","성동구",2017-09-11
"서울특별시 성동구 성수동1가",2017,23,"성수동1가","성동구",2017-09-14
"서울특별시 성동구 성수동2가",2017,0,"성수동2가","성동구",2017-09-16
"서울특별시 성동구 용답동",2017,7,"용답동","성동구",2017-09-27
"서울특별시 성동구 성수동2가",2017,22,"성수동2가","성동구",2017-10-01
"서울특별시 성동구 성수동1가",2017,5,"성수동1가","성동구",2017-10-10
"서울특별시 성동구 송정동",2017,22,"송정동","성동구",2017-10-16
"서울특별시 성동구 송정동",2017,23,"송정동","성동구",2017-10-20
"서울특별시 성동구 금호동4가",2017,23,"금호동4가","성동구",2017-10-24
"서울특별시 성동구 금호동1가",2017,22,"금호동1가","성동구",2017-10-26
"서울특별시 성동구 용답동",2017,17,"용답동","성동구",2017-10-28
"서울특별시 성동구 옥수동",2017,7,"옥수동","성동구",2017-11-01
"서울특별시 성동구 성수동1가",2017,21,"성수동1가","성동구",2017-11-02
"서울특별시 성동구 성수동1가",2017,4,"성수동1가","성동구",2017-11-10
"서울특별시 성동구 성수동1가",2017,4,"성수동1가","성동구",2017-11-10
"서울특별시 성동구 금호동4가",2017,0,"금호동4가","성동구",2017-11-12
"서울특별시 성동구 성수동1가",2017,7,"성수동1가","성동구",2017-11-15
"서울특별시 성동구 마장동",2017,10,"마장동","성동구",2017-11-17
"서울특별시 성동구 금호동1가",2017,11,"금호동1가","성동구",2017-11-18
"서울특별시 성동구 성수동2가",2017,1,"성수동2가","성동구",2017-11-25
"서울특별시 성동구 성수동1가",2017,4,"성수동1가","성동구",2017-11-25
"서울특별시 성동구 성수동1가",2017,7,"성수동1가","성동구",2017-11-25
"서울특별시 성동구 용답동",2017,0,"용답동","성동구",2017-11-26
"서울특별시 성동구 금호동1가",2017,9,"금호동1가","성동구",2017-12-02
"서울특별시 성동구 금호동4가",2017,11,"금호동4가","성동구",2017-12-17
"서울특별시 성동구 행당동",2017,0,"행당동","성동구",2017-12-22
"서울특별시 성동구 도선동",2017,1,"도선동","성동구",2017-12-23
"서울특별시 성동구 성수동1가",2017,4,"성수동1가","성동구",2017-12-30
"서울특별시 성동구 도선동",2017,8,"도선동","성동구",2017-12-30
"서울특별시 성동구 성수동2가",2018,15,"성수동2가","성동구",2018-01-06
"서울특별시 성동구 행당동",2018,2,"행당동","성동구",2018-01-14
"서울특별시 성동구 행당동",2018,4,"행당동","성동구",2018-01-20
"서울특별시 성동구 성수동1가",2018,22,"성수동1가","성동구",2018-01-22
"서울특별시 성동구 마장동",2018,5,"마장동","성동구",2018-01-27
"서울특별시 성동구 옥수동",2018,2,"옥수동","성동구",2018-01-31
"서울특별시 성동구 성수동1가",2018,22,"성수동1가","성동구",2018-02-09
"서울특별시 성동구 마장동",2018,1,"마장동","성동구",2018-02-10
"서울특별시 성동구 성수동2가",2018,3,"성수동2가","성동구",2018-02-11
"서울특별시 성동구 옥수동",2018,5,"옥수동","성동구",2018-02-11
"서울특별시 성동구 성수동1가",2018,23,"성수동1가","성동구",2018-02-12
"서울특별시 성동구 송정동",2018,19,"송정동","성동구",2018-02-14
"서울특별시 성동구 용답동",2018,23,"용답동","성동구",2018-02-19
"서울특별시 성동구 송정동",2018,22,"송정동","성동구",2018-02-23
"서울특별시 성동구 성수동1가",2018,1,"성수동1가","성동구",2018-02-27
"서울특별시 성동구 행당동",2018,0,"행당동","성동구",2018-03-04
"서울특별시 성동구 성수동1가",2018,21,"성수동1가","성동구",2018-03-11
"서울특별시 성동구 행당동",2018,0,"행당동","성동구",2018-03-16
"서울특별시 성동구 성수동2가",2018,5,"성수동2가","성동구",2018-03-17
"서울특별시 성동구 성수동2가",2018,3,"성수동2가","성동구",2018-03-18
"서울특별시 성동구 성수동2가",2018,9,"성수동2가","성동구",2018-03-18
"서울특별시 성동구 금호동4가",2018,11,"금호동4가","성동구",2018-03-18
"서울특별시 성동구 하왕십리동",2018,17,"하왕십리동","성동구",2018-03-18
"서울특별시 성동구 성수동1가",2018,17,"성수동1가","성동구",2018-03-20
"서울특별시 성동구 성수동1가",2018,1,"성수동1가","성동구",2018-03-31
"서울특별시 성동구 성수동1가",2018,22,"성수동1가","성동구",2018-04-01
"서울특별시 성동구 성수동1가",2018,2,"성수동1가","성동구",2018-04-02
"서울특별시 성동구 마장동",2018,0,"마장동","성동구",2018-04-07
"서울특별시 성동구 하왕십리동",2018,1,"하왕십리동","성동구",2018-04-13
"서울특별시 성동구 옥수동",2018,22,"옥수동","성동구",2018-04-15
"서울특별시 성동구 성수동1가",2018,6,"성수동1가","성동구",2018-04-16
"서울특별시 성동구 사근동",2018,3,"사근동","성동구",2018-04-17
"서울특별시 성동구 용답동",2018,4,"용답동","성동구",2018-04-21
"서울특별시 성동구 행당동",2018,5,"행당동","성동구",2018-04-21
"서울특별시 성동구 옥수동",2018,16,"옥수동","성동구",2018-04-21
"서울특별시 성동구 금호동3가",2018,19,"금호동3가","성동구",2018-05-03
"서울특별시 성동구 옥수동",2018,22,"옥수동","성동구",2018-05-03
"서울특별시 성동구 옥수동",2018,17,"옥수동","성동구",2018-05-05
"서울특별시 성동구 성수동2가",2018,22,"성수동2가","성동구",2018-05-08
"서울특별시 성동구 행당동",2018,0,"행당동","성동구",2018-05-11
"서울특별시 성동구 성수동1가",2018,3,"성수동1가","성동구",2018-05-11
"서울특별시 성동구 금호동4가",2018,23,"금호동4가","성동구",2018-05-12
"서울특별시 성동구 성수동1가",2018,3,"성수동1가","성동구",2018-05-13
"서울특별시 성동구 성수동1가",2018,22,"성수동1가","성동구",2018-05-16
"서울특별시 성동구 옥수동",2018,5,"옥수동","성동구",2018-05-19
"서울특별시 성동구 성수동1가",2018,10,"성수동1가","성동구",2018-05-27
"서울특별시 성동구 성수동1가",2018,23,"성수동1가","성동구",2018-06-01
"서울특별시 성동구 행당동",2018,11,"행당동","성동구",2018-06-10
"서울특별시 성동구 성수동1가",2018,5,"성수동1가","성동구",2018-06-23
"서울특별시 성동구 하왕십리동",2018,20,"하왕십리동","성동구",2018-06-23
"서울특별시 성동구 하왕십리동",2018,8,"하왕십리동","성동구",2018-07-01
"서울특별시 성동구 금호동3가",2018,7,"금호동3가","성동구",2018-07-06
"서울특별시 성동구 성수동2가",2018,13,"성수동2가","성동구",2018-07-21
"서울특별시 성동구 성수동2가",2018,2,"성수동2가","성동구",2018-07-22
"서울특별시 성동구 성수동2가",2018,11,"성수동2가","성동구",2018-07-28
"서울특별시 성동구 성수동1가",2018,23,"성수동1가","성동구",2018-08-08
"서울특별시 성동구 옥수동",2018,4,"옥수동","성동구",2018-08-09
"서울특별시 성동구 응봉동",2018,23,"응봉동","성동구",2018-08-12
"서울특별시 성동구 용답동",2018,18,"용답동","성동구",2018-08-13
"서울특별시 성동구 성수동2가",2018,4,"성수동2가","성동구",2018-08-15
"서울특별시 성동구 마장동",2018,5,"마장동","성동구",2018-08-22
"서울특별시 성동구 성수동1가",2018,1,"성수동1가","성동구",2018-08-24
"서울특별시 성동구 송정동",2018,4,"송정동","성동구",2018-08-27
"서울특별시 성동구 마장동",2018,21,"마장동","성동구",2018-08-28
"서울특별시 성동구 성수동2가",2018,7,"성수동2가","성동구",2018-08-31
"서울특별시 성동구 성수동1가",2018,21,"성수동1가","성동구",2018-09-09
"서울특별시 성동구 행당동",2018,23,"행당동","성동구",2018-09-17
"서울특별시 성동구 용답동",2018,1,"용답동","성동구",2018-10-07
"서울특별시 성동구 행당동",2018,2,"행당동","성동구",2018-10-09
"서울특별시 성동구 행당동",2018,2,"행당동","성동구",2018-10-10
"서울특별시 성동구 송정동",2018,22,"송정동","성동구",2018-10-14
"서울특별시 성동구 금호동4가",2018,6,"금호동4가","성동구",2018-10-18
"서울특별시 성동구 성수동1가",2018,2,"성수동1가","성동구",2018-10-20
"서울특별시 성동구 금호동4가",2018,21,"금호동4가","성동구",2018-10-21
"서울특별시 성동구 옥수동",2018,7,"옥수동","성동구",2018-10-29
"서울특별시 성동구 성수동1가",2018,23,"성수동1가","성동구",2018-10-29
"서울특별시 성동구 성수동1가",2018,18,"성수동1가","성동구",2018-11-01
"서울특별시 성동구 성수동1가",2018,4,"성수동1가","성동구",2018-11-11
"서울특별시 성동구 송정동",2018,17,"송정동","성동구",2018-11-11
"서울특별시 성동구 성수동1가",2018,11,"성수동1가","성동구",2018-11-14
"서울특별시 성동구 용답동",2018,22,"용답동","성동구",2018-11-17
"서울특별시 성동구 금호동1가",2018,2,"금호동1가","성동구",2018-11-24
"서울특별시 성동구 성수동1가",2018,4,"성수동1가","성동구",2018-12-13
"서울특별시 성동구 성수동1가",2018,21,"성수동1가","성동구",2018-12-13
"서울특별시 성동구 행당동",2018,6,"행당동","성동구",2018-12-29
"서울특별시 성동구 하왕십리동",2019,22,"하왕십리동","성동구",2019-01-13
"서울특별시 성동구 금호동3가",2019,8,"금호동3가","성동구",2019-01-16
"서울특별시 성동구 성수동1가",2019,10,"성수동1가","성동구",2019-01-19
"서울특별시 성동구 홍익동",2019,16,"홍익동","성동구",2019-01-30
"서울특별시 성동구 성수동1가",2019,8,"성수동1가","성동구",2019-02-08
"서울특별시 성동구 성수동1가",2019,22,"성수동1가","성동구",2019-02-09
"서울특별시 성동구 옥수동",2019,23,"옥수동","성동구",2019-02-21
"서울특별시 성동구 성수동2가",2019,0,"성수동2가","성동구",2019-02-25
"서울특별시 성동구 응봉동",2019,0,"응봉동","성동구",2019-03-01
"서울특별시 성동구 행당동",2019,19,"행당동","성동구",2019-03-02
"서울특별시 성동구 응봉동",2019,9,"응봉동","성동구",2019-03-05
"서울특별시 성동구 옥수동",2019,3,"옥수동","성동구",2019-03-14
"서울특별시 성동구 성수동1가",2019,1,"성수동1가","성동구",2019-03-15
"서울특별시 성동구 성수동1가",2019,20,"성수동1가","성동구",2019-03-20
"서울특별시 성동구 성수동1가",2019,8,"성수동1가","성동구",2019-04-10
"서울특별시 성동구 행당동",2019,10,"행당동","성동구",2019-04-21
"서울특별시 성동구 성수동1가",2019,1,"성수동1가","성동구",2019-05-01
"서울특별시 성동구 마장동",2019,1,"마장동","성동구",2019-05-02
"서울특별시 성동구 행당동",2019,2,"행당동","성동구",2019-05-10
"서울특별시 성동구 성수동1가",2019,19,"성수동1가","성동구",2019-05-15
"서울특별시 성동구 금호동1가",2019,13,"금호동1가","성동구",2019-05-18
"서울특별시 성동구 성수동1가",2019,2,"성수동1가","성동구",2019-05-21
"서울특별시 성동구 도선동",2019,5,"도선동","성동구",2019-05-25
"서울특별시 성동구 송정동",2019,16,"송정동","성동구",2019-06-01
"서울특별시 성동구 마장동",2019,18,"마장동","성동구",2019-06-04
"서울특별시 성동구 도선동",2019,1,"도선동","성동구",2019-06-07
"서울특별시 성동구 성수동1가",2019,2,"성수동1가","성동구",2019-06-13
"서울특별시 성동구 성수동1가",2019,4,"성수동1가","성동구",2019-06-15
"서울특별시 성동구 성수동2가",2019,6,"성수동2가","성동구",2019-06-21
"서울특별시 성동구 성수동1가",2019,5,"성수동1가","성동구",2019-06-29
"서울특별시 성동구 옥수동",2019,2,"옥수동","성동구",2019-07-01
"서울특별시 성동구 성수동1가",2019,19,"성수동1가","성동구",2019-07-06
"서울특별시 성동구 사근동",2019,9,"사근동","성동구",2019-07-19
"서울특별시 성동구 금호동3가",2019,23,"금호동3가","성동구",2019-08-13
"서울특별시 성동구 응봉동",2019,5,"응봉동","성동구",2019-08-26
"서울특별시 성동구 행당동",2019,2,"행당동","성동구",2019-09-01
"서울특별시 성동구 행당동",2019,3,"행당동","성동구",2019-09-03
"서울특별시 성동구 용답동",2019,23,"용답동","성동구",2019-09-05
"서울특별시 성동구 성수동2가",2019,0,"성수동2가","성동구",2019-09-10
"서울특별시 성동구 도선동",2019,0,"도선동","성동구",2019-09-11
"서울특별시 성동구 응봉동",2019,20,"응봉동","성동구",2019-09-18
"서울특별시 성동구 옥수동",2019,20,"옥수동","성동구",2019-09-20
"서울특별시 성동구 성수동2가",2019,23,"성수동2가","성동구",2019-09-22
"서울특별시 성동구 성수동1가",2019,23,"성수동1가","성동구",2019-09-27
"서울특별시 성동구 송정동",2019,3,"송정동","성동구",2019-09-28
"서울특별시 성동구 행당동",2019,2,"행당동","성동구",2019-09-30
"서울특별시 성동구 행당동",2019,1,"행당동","성동구",2019-10-04
"서울특별시 성동구 송정동",2019,11,"송정동","성동구",2019-10-07
"서울특별시 성동구 성수동2가",2019,5,"성수동2가","성동구",2019-10-14
"서울특별시 성동구 송정동",2019,1,"송정동","성동구",2019-10-19
"서울특별시 성동구 행당동",2019,2,"행당동","성동구",2019-10-22
"서울특별시 성동구 성수동1가",2019,13,"성수동1가","성동구",2019-10-26
"서울특별시 성동구 성수동2가",2019,18,"성수동2가","성동구",2019-11-04
"서울특별시 성동구 행당동",2019,16,"행당동","성동구",2019-11-17
"서울특별시 성동구 행당동",2019,2,"행당동","성동구",2019-12-15
"서울특별시 성동구 성수동2가",2019,3,"성수동2가","성동구",2019-12-15
"서울특별시 성동구 성수동2가",2019,0,"성수동2가","성동구",2019-12-16
"서울특별시 성동구 성수동1가",2019,22,"성수동1가","성동구",2019-12-17
"서울특별시 성동구 성수동1가",2019,4,"성수동1가","성동구",2019-12-21
"서울특별시 성동구 성수동2가",2019,21,"성수동2가","성동구",2019-12-23
"서울특별시 성동구 성수동1가",2019,1,"성수동1가","성동구",2019-12-30
"서울특별시 성북구 종암동",2017,12,"종암동","성북구",2017-01-09
"서울특별시 성북구 정릉동",2017,20,"정릉동","성북구",2017-01-09
"서울특별시 성북구 정릉동",2017,4,"정릉동","성북구",2017-01-14
"서울특별시 성북구 동소문동3가",2017,0,"동소문동3가","성북구",2017-01-26
"서울특별시 성북구 하월곡동",2017,22,"하월곡동","성북구",2017-01-31
"서울특별시 성북구 동선동2가",2017,4,"동선동2가","성북구",2017-02-09
"서울특별시 성북구 하월곡동",2017,12,"하월곡동","성북구",2017-02-13
"서울특별시 성북구 길음동",2017,0,"길음동","성북구",2017-02-15
"서울특별시 성북구 하월곡동",2017,1,"하월곡동","성북구",2017-02-18
"서울특별시 성북구 석관동",2017,23,"석관동","성북구",2017-03-04
"서울특별시 성북구 정릉동",2017,22,"정릉동","성북구",2017-03-06
"서울특별시 성북구 정릉동",2017,3,"정릉동","성북구",2017-03-13
"서울특별시 성북구 동선동4가",2017,3,"동선동4가","성북구",2017-04-15
"서울특별시 성북구 하월곡동",2017,5,"하월곡동","성북구",2017-04-18
"서울특별시 성북구 안암동5가",2017,20,"안암동5가","성북구",2017-04-20
"서울특별시 성북구 장위동",2017,4,"장위동","성북구",2017-04-21
"서울특별시 성북구 정릉동",2017,8,"정릉동","성북구",2017-04-24
"서울특별시 성북구 정릉동",2017,23,"정릉동","성북구",2017-04-25
"서울특별시 성북구 석관동",2017,2,"석관동","성북구",2017-05-03
"서울특별시 성북구 종암동",2017,7,"종암동","성북구",2017-05-03
"서울특별시 성북구 장위동",2017,19,"장위동","성북구",2017-05-08
"서울특별시 성북구 돈암동",2017,2,"돈암동","성북구",2017-05-13
"서울특별시 성북구 하월곡동",2017,22,"하월곡동","성북구",2017-05-16
"서울특별시 성북구 정릉동",2017,16,"정릉동","성북구",2017-05-24
"서울특별시 성북구 하월곡동",2017,8,"하월곡동","성북구",2017-05-28
"서울특별시 성북구 석관동",2017,23,"석관동","성북구",2017-05-28
"서울특별시 성북구 장위동",2017,18,"장위동","성북구",2017-06-01
"서울특별시 성북구 정릉동",2017,19,"정릉동","성북구",2017-06-02
"서울특별시 성북구 석관동",2017,1,"석관동","성북구",2017-06-03
"서울특별시 성북구 정릉동",2017,1,"정릉동","성북구",2017-06-05
"서울특별시 성북구 장위동",2017,3,"장위동","성북구",2017-06-11
"서울특별시 성북구 보문동2가",2017,3,"보문동2가","성북구",2017-06-13
"서울특별시 성북구 하월곡동",2017,5,"하월곡동","성북구",2017-06-14
"서울특별시 성북구 종암동",2017,23,"종암동","성북구",2017-06-16
"서울특별시 성북구 하월곡동",2017,1,"하월곡동","성북구",2017-06-23
"서울특별시 성북구 종암동",2017,1,"종암동","성북구",2017-06-23
"서울특별시 성북구 석관동",2017,22,"석관동","성북구",2017-06-24
"서울특별시 성북구 석관동",2017,0,"석관동","성북구",2017-06-30
"서울특별시 성북구 정릉동",2017,6,"정릉동","성북구",2017-07-13
"서울특별시 성북구 상월곡동",2017,8,"상월곡동","성북구",2017-07-15
"서울특별시 성북구 정릉동",2017,12,"정릉동","성북구",2017-07-15
"서울특별시 성북구 종암동",2017,3,"종암동","성북구",2017-07-22
"서울특별시 성북구 정릉동",2017,4,"정릉동","성북구",2017-07-23
"서울특별시 성북구 동선동1가",2017,22,"동선동1가","성북구",2017-07-26
"서울특별시 성북구 정릉동",2017,20,"정릉동","성북구",2017-07-28
"서울특별시 성북구 정릉동",2017,4,"정릉동","성북구",2017-08-06
"서울특별시 성북구 정릉동",2017,19,"정릉동","성북구",2017-08-06
"서울특별시 성북구 석관동",2017,22,"석관동","성북구",2017-08-10
"서울특별시 성북구 정릉동",2017,0,"정릉동","성북구",2017-08-15
"서울특별시 성북구 하월곡동",2017,1,"하월곡동","성북구",2017-08-18
"서울특별시 성북구 길음동",2017,22,"길음동","성북구",2017-08-21
"서울특별시 성북구 하월곡동",2017,7,"하월곡동","성북구",2017-08-22
"서울특별시 성북구 종암동",2017,23,"종암동","성북구",2017-08-28
"서울특별시 성북구 종암동",2017,23,"종암동","성북구",2017-08-30
"서울특별시 성북구 석관동",2017,22,"석관동","성북구",2017-09-04
"서울특별시 성북구 길음동",2017,9,"길음동","성북구",2017-09-15
"서울특별시 성북구 정릉동",2017,8,"정릉동","성북구",2017-09-16
"서울특별시 성북구 하월곡동",2017,0,"하월곡동","성북구",2017-09-23
"서울특별시 성북구 보문동3가",2017,5,"보문동3가","성북구",2017-09-23
"서울특별시 성북구 보문동3가",2017,16,"보문동3가","성북구",2017-10-03
"서울특별시 성북구 하월곡동",2017,6,"하월곡동","성북구",2017-10-05
"서울특별시 성북구 종암동",2017,20,"종암동","성북구",2017-10-11
"서울특별시 성북구 종암동",2017,23,"종암동","성북구",2017-10-12
"서울특별시 성북구 동선동1가",2017,23,"동선동1가","성북구",2017-10-14
"서울특별시 성북구 종암동",2017,1,"종암동","성북구",2017-10-15
"서울특별시 성북구 정릉동",2017,23,"정릉동","성북구",2017-10-18
"서울특별시 성북구 장위동",2017,2,"장위동","성북구",2017-10-20
"서울특별시 성북구 정릉동",2017,1,"정릉동","성북구",2017-10-26
"서울특별시 성북구 정릉동",2017,7,"정릉동","성북구",2017-10-27
"서울특별시 성북구 안암동3가",2017,21,"안암동3가","성북구",2017-11-07
"서울특별시 성북구 석관동",2017,7,"석관동","성북구",2017-11-12
"서울특별시 성북구 길음동",2017,17,"길음동","성북구",2017-11-14
"서울특별시 성북구 길음동",2017,16,"길음동","성북구",2017-11-15
"서울특별시 성북구 안암동3가",2017,8,"안암동3가","성북구",2017-11-18
"서울특별시 성북구 종암동",2017,0,"종암동","성북구",2017-11-19
"서울특별시 성북구 길음동",2017,6,"길음동","성북구",2017-11-23
"서울특별시 성북구 돈암동",2017,4,"돈암동","성북구",2017-11-26
"서울특별시 성북구 동선동1가",2017,1,"동선동1가","성북구",2017-12-17
"서울특별시 성북구 장위동",2017,21,"장위동","성북구",2017-12-20
"서울특별시 성북구 돈암동",2017,2,"돈암동","성북구",2017-12-23
"서울특별시 성북구 종암동",2017,23,"종암동","성북구",2017-12-29
"서울특별시 성북구 삼선동5가",2017,0,"삼선동5가","성북구",2017-12-31
"서울특별시 성북구 하월곡동",2018,18,"하월곡동","성북구",2018-01-10
"서울특별시 성북구 안암동2가",2018,20,"안암동2가","성북구",2018-01-10
"서울특별시 성북구 길음동",2018,21,"길음동","성북구",2018-01-10
"서울특별시 성북구 종암동",2018,0,"종암동","성북구",2018-01-11
"서울특별시 성북구 상월곡동",2018,21,"상월곡동","성북구",2018-01-13
"서울특별시 성북구 종암동",2018,22,"종암동","성북구",2018-01-15
"서울특별시 성북구 석관동",2018,5,"석관동","성북구",2018-01-18
"서울특별시 성북구 장위동",2018,0,"장위동","성북구",2018-01-19
"서울특별시 성북구 장위동",2018,21,"장위동","성북구",2018-01-23
"서울특별시 성북구 동선동2가",2018,23,"동선동2가","성북구",2018-01-26
"서울특별시 성북구 석관동",2018,2,"석관동","성북구",2018-01-31
"서울특별시 성북구 상월곡동",2018,19,"상월곡동","성북구",2018-02-02
"서울특별시 성북구 종암동",2018,3,"종암동","성북구",2018-02-04
"서울특별시 성북구 장위동",2018,1,"장위동","성북구",2018-02-11
"서울특별시 성북구 안암동5가",2018,2,"안암동5가","성북구",2018-02-20
"서울특별시 성북구 동소문동3가",2018,2,"동소문동3가","성북구",2018-02-21
"서울특별시 성북구 하월곡동",2018,4,"하월곡동","성북구",2018-03-01
"서울특별시 성북구 정릉동",2018,22,"정릉동","성북구",2018-03-03
"서울특별시 성북구 종암동",2018,2,"종암동","성북구",2018-03-07
"서울특별시 성북구 안암동3가",2018,6,"안암동3가","성북구",2018-03-12
"서울특별시 성북구 보문동1가",2018,3,"보문동1가","성북구",2018-03-17
"서울특별시 성북구 하월곡동",2018,12,"하월곡동","성북구",2018-03-19
"서울특별시 성북구 길음동",2018,23,"길음동","성북구",2018-03-26
"서울특별시 성북구 동선동3가",2018,18,"동선동3가","성북구",2018-03-27
"서울특별시 성북구 동선동1가",2018,23,"동선동1가","성북구",2018-03-27
"서울특별시 성북구 하월곡동",2018,6,"하월곡동","성북구",2018-03-31
"서울특별시 성북구 하월곡동",2018,23,"하월곡동","성북구",2018-04-03
"서울특별시 성북구 동소문동5가",2018,2,"동소문동5가","성북구",2018-04-06
"서울특별시 성북구 하월곡동",2018,6,"하월곡동","성북구",2018-04-08
"서울특별시 성북구 정릉동",2018,22,"정릉동","성북구",2018-04-16
"서울특별시 성북구 정릉동",2018,17,"정릉동","성북구",2018-04-20
"서울특별시 성북구 종암동",2018,2,"종암동","성북구",2018-04-21
"서울특별시 성북구 정릉동",2018,22,"정릉동","성북구",2018-04-21
"서울특별시 성북구 정릉동",2018,23,"정릉동","성북구",2018-04-26
"서울특별시 성북구 정릉동",2018,1,"정릉동","성북구",2018-04-27
"서울특별시 성북구 정릉동",2018,2,"정릉동","성북구",2018-04-28
"서울특별시 성북구 장위동",2018,22,"장위동","성북구",2018-05-03
"서울특별시 성북구 정릉동",2018,16,"정릉동","성북구",2018-05-07
"서울특별시 성북구 길음동",2018,22,"길음동","성북구",2018-05-09
"서울특별시 성북구 돈암동",2018,2,"돈암동","성북구",2018-05-13
"서울특별시 성북구 정릉동",2018,7,"정릉동","성북구",2018-05-17
"서울특별시 성북구 정릉동",2018,16,"정릉동","성북구",2018-05-17
"서울특별시 성북구 안암동1가",2018,22,"안암동1가","성북구",2018-05-18
"서울특별시 성북구 장위동",2018,22,"장위동","성북구",2018-06-05
"서울특별시 성북구 정릉동",2018,7,"정릉동","성북구",2018-06-14
"서울특별시 성북구 정릉동",2018,13,"정릉동","성북구",2018-06-14
"서울특별시 성북구 석관동",2018,1,"석관동","성북구",2018-06-17
"서울특별시 성북구 하월곡동",2018,4,"하월곡동","성북구",2018-06-19
"서울특별시 성북구 하월곡동",2018,3,"하월곡동","성북구",2018-06-22
"서울특별시 성북구 장위동",2018,4,"장위동","성북구",2018-06-22
"서울특별시 성북구 동소문동3가",2018,23,"동소문동3가","성북구",2018-06-25
"서울특별시 성북구 장위동",2018,2,"장위동","성북구",2018-06-26
"서울특별시 성북구 정릉동",2018,8,"정릉동","성북구",2018-06-27
"서울특별시 성북구 정릉동",2018,20,"정릉동","성북구",2018-07-07
"서울특별시 성북구 보문동7가",2018,8,"보문동7가","성북구",2018-07-19
"서울특별시 성북구 상월곡동",2018,19,"상월곡동","성북구",2018-07-21
"서울특별시 성북구 길음동",2018,0,"길음동","성북구",2018-07-22
"서울특별시 성북구 길음동",2018,0,"길음동","성북구",2018-07-27
"서울특별시 성북구 삼선동1가",2018,21,"삼선동1가","성북구",2018-08-11
"서울특별시 성북구 종암동",2018,5,"종암동","성북구",2018-08-19
"서울특별시 성북구 보문동3가",2018,0,"보문동3가","성북구",2018-08-20
"서울특별시 성북구 삼선동5가",2018,0,"삼선동5가","성북구",2018-08-30
"서울특별시 성북구 동선동1가",2018,17,"동선동1가","성북구",2018-09-01
"서울특별시 성북구 정릉동",2018,23,"정릉동","성북구",2018-09-03
"서울특별시 성북구 하월곡동",2018,6,"하월곡동","성북구",2018-09-05
"서울특별시 성북구 석관동",2018,5,"석관동","성북구",2018-09-06
"서울특별시 성북구 동선동4가",2018,17,"동선동4가","성북구",2018-09-06
"서울특별시 성북구 동소문동1가",2018,18,"동소문동1가","성북구",2018-09-09
"서울특별시 성북구 하월곡동",2018,1,"하월곡동","성북구",2018-09-18
"서울특별시 성북구 종암동",2018,19,"종암동","성북구",2018-09-22
"서울특별시 성북구 하월곡동",2018,9,"하월곡동","성북구",2018-09-28
